1-byte 	1-byte character ma ky tu 1 bai
accentuator	accentuator (Tech) bo gia cuong, bo tang song
accentuators	accentuator (Tech) bo gia cuong, bo tang song
accept	accept   ngoai dong tu nhan, chap nhan, chap thuan to accept a proposal  chap nhan mot de nghi to accept a present  nhan mot mon qua to accept an invitation  nhan loi moi thua nhan to accept a truth  thua nhan mot su that dam nhan (cong viec...) (thuong nghiep) chiu trach nhiem ve; nhan thanh toan (hoa don, hoi phieu...) accept nhan, chap nhan; thua nhan; khong bac bo
accept connection	accept connection (Tech) noi nhan
accept stacker	accept stacker (Tech) hop chua phieu da doc
accept statement	accept statement (Tech) cau lenh nhan
acceptabilities	acceptability   danh tu tinh chat co the chap nhan tinh chat co the thua nhan
acceptability	acceptability   danh tu tinh chat co the chap nhan tinh chat co the thua nhan
acceptable	acceptable   tinh tu co the nhan, co the chap nhan co the thua nhan thoa dang, lam hai long; duoc hoan nghenh, duoc tan thuong acceptable nhan duoc, chap nhan duoc, thua nhan duoc
acceptable quality level (AQL)	acceptable quality level (AQL) (Tech) muc do pham chat chap nhan duoc
acceptableness	acceptableness xem acceptable
acceptably	acceptably pho tu chap nhan duoc, thua nhan duoc dang hoan nghenh, dang tan thuong
Acceptance	Acceptance (Econ) chap nhan thanh toan.  Hanh vi chap nhan mot hoi phieu do ca nhan hay co quan nhan hoi phieu thuc hien, bao gom ky hoi phieu va thuong ky tren mat hoi phieu.
acceptance	acceptance   danh tu su nhan, su chap nhan, su chap thuan su thua nhan, su cong nhan su hoan nghenh, su tan thuong, su tan thanh; su tin his statement will not find acceptance  loi tuyen bo cua ong ta se khong duoc ai tin (thuong nghiep) su nhan thanh toan (hoa don); hoa don duoc nhan thanh toan general acceptance  su nhan thanh toan khong can co dieu kien qualified acceptance  su nhan thanh toan co dieu kien!acceptance of persons su thien vi acceptance su nhan, su thu nhan
acceptance angle	acceptance angle (Tech) goc thu quang, goc nhan anh sang
acceptance cone	acceptance cone (Tech) chop thu quang
acceptance inspection	acceptance inspection (Tech) kiem tra nghiem thu
acceptance pattern	acceptance pattern (Tech) mo thuc thu quang
acceptance test	acceptance test (Tech) thu nghiem thu, trac nghiem kiem nhan
acceptance trials	acceptance trials (Tech) thuc nghiem thu quang
acceptances	Acceptance (Econ) chap nhan thanh toan.  Hanh vi chap nhan mot hoi phieu do ca nhan hay co quan nhan hoi phieu thuc hien, bao gom ky hoi phieu va thuong ky tren mat hoi phieu.acceptance   danh tu su nhan, su chap nhan, su chap thuan su thua nhan, su cong nhan su hoan nghenh, su tan thuong, su tan thanh; su tin his statement will not find acceptance  loi tuyen bo cua ong ta se khong duoc ai tin (thuong nghiep) su nhan thanh toan (hoa don); hoa don duoc nhan thanh toan general acceptance  su nhan thanh toan khong can co dieu kien qualified acceptance  su nhan thanh toan co dieu kien!acceptance of persons su thien vi acceptance su nhan, su thu nhan
acceptation	acceptation   danh tu y nghia dac biet (cua mot tu, thanh ngu) nghia duoc thua nhan (cua mot tu, thanh ngu)
accepted	accepted   ngoai dong tu nhan, chap nhan, chap thuan to accept a proposal  chap nhan mot de nghi to accept a present  nhan mot mon qua to accept an invitation  nhan loi moi thua nhan to accept a truth  thua nhan mot su that dam nhan (cong viec...) (thuong nghiep) chiu trach nhiem ve; nhan thanh toan (hoa don, hoi phieu...) accept nhan, chap nhan; thua nhan; khong bac bo
accepting	accepting (Tech) nhan tin (dau cuoi)accept   ngoai dong tu nhan, chap nhan, chap thuan to accept a proposal  chap nhan mot de nghi to accept a present  nhan mot mon qua to accept an invitation  nhan loi moi thua nhan to accept a truth  thua nhan mot su that dam nhan (cong viec...) (thuong nghiep) chiu trach nhiem ve; nhan thanh toan (hoa don, hoi phieu...) accept nhan, chap nhan; thua nhan; khong bac bo
Accepting house	Accepting house (Econ) Ngan hang nhan tra.  Mot trong so cac NGAN HANG THUONG MAI co tru so tai London, voi muc dich thu tien hoa hong ngan hang nay nhan tra cac hoi phieu, nghia la chap nhan thanh toan chung khi dao han.
accepting station	accepting station (Tech) tram nhan tin
acceptor	acceptor   danh tu (thuong nghiep) nguoi nhan thanh toan (hoa don...) (vat ly); (hoa hoc) chat nhan acceptor (Tech) nguyen tu nhan, phan tu nhan; mach cong huong (noi tiep), mach nhan; chat tap nhan
acceptor center	acceptor center (Tech) trung tam tiep nhan
acceptor circuit	acceptor circuit (Tech) mach cong huong noi tiep, mach nhan
acceptor level	acceptor level (Tech) muc nhan
acceptor state	acceptor state (Tech) trang thai nhan
acceptor type trap	acceptor type trap (Tech) cai bay loai nhan
acceptors	acceptor   danh tu (thuong nghiep) nguoi nhan thanh toan (hoa don...) (vat ly); (hoa hoc) chat nhan acceptor (Tech) nguyen tu nhan, phan tu nhan; mach cong huong (noi tiep), mach nhan; chat tap nhan
accepts	accept   ngoai dong tu nhan, chap nhan, chap thuan to accept a proposal  chap nhan mot de nghi to accept a present  nhan mot mon qua to accept an invitation  nhan loi moi thua nhan to accept a truth  thua nhan mot su that dam nhan (cong viec...) (thuong nghiep) chiu trach nhiem ve; nhan thanh toan (hoa don, hoi phieu...) accept nhan, chap nhan; thua nhan; khong bac bo
Accesion rate	Accesion rate (Econ) Ty le gia tang lao dong.  So luong nhung nguoi thue moi moi thang tinh theo ty le phan tram tong so viec lam do Bo lao dong My thong ke.
Accesions tax	Accesions tax (Econ) Thue qua tang.  Thue danh vao qua tang va tai san thua ke.
accesory	accesory phu them; phu tung
Access	Access/space trade - off model (Econ) Mo hinh danh doi khong gian hay mo hinh tiep can.  Mot mo hinh ly thuyet duoc su dung (chu yeu) trong phan tich dia diem dan cu o cac vung do thi, giai thich cac hinh thai vi tri do danh doi giua kha nang tiep can cua mot dia diem toi trung tam cua vung va khong gian cua dia diem do.
access	access   danh tu loi vao, cua vao, duong vao su den gan, su cho vao, su lui toi; quyen den gan, quyen lui toi easy of access  de den gan, de lui toi difficult of access  kho den gan, kho lui toi to have access to somebody  duoc gan gui ai, duoc lui toi nha ai su dang len (nuoc trieu) the access and recess of the sea  luc trieu len va trieu xuong o bien con access of anger  con gian access of illness  con benh su them vao, su tang len access of wealth  su giau co them len access (Tech) truy cap, truy tim, truy xuat-nhap, ton thu [TQ]; loi vao; tiep can; viet (vao)-doc (ra), ton thu; tim vao access su cho vao; (may tinh) loi vao nhan tin random a. thu tu chon ngau nhien
access address	access address (Tech) dia chi truy cap
access arm	access arm &lt;tin&gt; can mang dau tu
access attempt	access attempt (Tech) lan thu do truy cap
access barred signal	access barred signal (Tech) tin hieu can truy cap
access category	access category (Tech) hang muc/loai truy cap
access code	access code (Tech) ma truy cap
access control	access control (Tech) dieu khien truy cap
access control device (ACD)	access control device (ACD) (Tech) thiet bi dieu khien truy cap
access coupler	access coupler (Tech) bo ghep truy cap
access denial	access denial (Tech) choi bo/tu khuoc truy cap
access-denial probability	access-denial probability (Tech) xac suat tu khuoc truy cap
access-denial time	access-denial time (Tech) thoi gian tu khuoc truy cap
access digit	access digit (Tech) so ma truy cap
access failure	access failure (Tech) that bai truy cap
access hierarchy	access hierarchy (Tech) giai tang truy cap [NB]
access hole	access hole &lt;tin&gt; khe dau tu
access key	access key (Tech) phim truy cap
access level	access level (Tech) muc truy cap
access list	access list (Tech) danh sach truy cap
access memory	access memory (Tech) bo nho truy cap
access menu	access menu (Tech) don chon truy cap
access method	access method (Tech) phuong phap truy cap
access mode	access mode (Tech) kieu truy cap
access model	access model (Tech) mo hinh truy cap
access originator	access originator (Tech) nguon khoi truy cap
access path	access path (Tech) duong truy cap
access period	access period (Tech) thoi ky truy cap
access permission	access permission (Tech) cho phep truy cap
access phase	access phase (Tech) pha/vi tuong truy cap
access plan	access plan (Tech) ke hoach truy cap
access point	access point (Tech) diem truy cap
access port	access port (Tech) ben truy cap
access privilege	access privilege (Tech) dac quyen truy cap [NB]
access procedure	access procedure (Tech) thu tuc truy cap
access protocol	access protocol (Tech) nghi thuc truy cap
access rate   access speed	access rate   access speed (Tech) toc do truy cap
access request	access request (Tech) yeu cau truy cap
access-rights terminal	access-rights terminal (Tech) dau cuoi danh quyen truy cap
access success	access success (Tech) thanh cong truy cap
access success ratio	access success ratio (Tech) ti le thanh cong truy cap
access time	access time (Tech) thoi gian truy cap; thoi gian thiet lap
access type	access type (Tech) loai truy cap
accessaries	accessary   danh tu,  (thuong) so nhieu do phu tung; vat phu thuoc; do them vao (phap ly) ke tong pham, ke a tong, ke dong loa  tinh tu phu, phu vao, them vao (phap ly) a tong, dong loa
accessary	accessary   danh tu,  (thuong) so nhieu do phu tung; vat phu thuoc; do them vao (phap ly) ke tong pham, ke a tong, ke dong loa  tinh tu phu, phu vao, them vao (phap ly) a tong, dong loa
accessed	Access  danh tu loi vao, cua vao, duong vao su den gan, su cho vao, su lui toi; quyen den gan, quyen lui toi easy of access  de den gan, de lui toi difficult of access  kho den gan, kho lui toi to have access to somebody  duoc gan gui ai, duoc lui toi nha ai su dang len (nuoc trieu) the access and recess of the sea  luc trieu len va trieu xuong o bien con access of anger  con gian access of illness  con benh su them vao, su tang len access of wealth  su giau co them len access (Tech) truy cap, truy tim, truy xuat-nhap, ton thu [TQ]; loi vao; tiep can; viet (vao)-doc (ra), ton thu; tim vao access su cho vao; (may tinh) loi vao nhan tin random a. thu tu chon ngau nhien
accesses	Access  danh tu loi vao, cua vao, duong vao su den gan, su cho vao, su lui toi; quyen den gan, quyen lui toi easy of access  de den gan, de lui toi difficult of access  kho den gan, kho lui toi to have access to somebody  duoc gan gui ai, duoc lui toi nha ai su dang len (nuoc trieu) the access and recess of the sea  luc trieu len va trieu xuong o bien con access of anger  con gian access of illness  con benh su them vao, su tang len access of wealth  su giau co them len access (Tech) truy cap, truy tim, truy xuat-nhap, ton thu [TQ]; loi vao; tiep can; viet (vao)-doc (ra), ton thu; tim vao access su cho vao; (may tinh) loi vao nhan tin random a. thu tu chon ngau nhien
accessibilities	accessibility   danh tu tinh co the toi duoc, tinh co the den gan duoc su de bi anh huong accessibility (Tech) kha nang truy cap; tinh tiep can
accessibility	accessibility   danh tu tinh co the toi duoc, tinh co the den gan duoc su de bi anh huong accessibility (Tech) kha nang truy cap; tinh tiep can
accessible	accessible   tinh tu co the toi duoc, co the gan duoc the remote hamlet is accessible by bicycle  cai xom ngheo heo lanh do co the di xe dap den duoc de bi anh huong accessible to bribery  de hoi lo, de dut lot de gan (nguoi) accessible toi duoc, dat duoc
accessibleness	accessibleness xem accessible
accessibly	accessibly xem accessible
accessiflexor	accessiflexor danh tu (giai phau) co gap phu
accessing	Access  danh tu loi vao, cua vao, duong vao su den gan, su cho vao, su lui toi; quyen den gan, quyen lui toi easy of access  de den gan, de lui toi difficult of access  kho den gan, kho lui toi to have access to somebody  duoc gan gui ai, duoc lui toi nha ai su dang len (nuoc trieu) the access and recess of the sea  luc trieu len va trieu xuong o bien con access of anger  con gian access of illness  con benh su them vao, su tang len access of wealth  su giau co them len access (Tech) truy cap, truy tim, truy xuat-nhap, ton thu [TQ]; loi vao; tiep can; viet (vao)-doc (ra), ton thu; tim vao access su cho vao; (may tinh) loi vao nhan tin random a. thu tu chon ngau nhien
accession	accession   danh tu su den gan, su tiep kien su len ngoi, su nham chuc; su den, su dat toi accession to the throne  su len ngoi accession to office  su nham chuc accession to manhood  su den tuoi truong thanh su tang them, su them vao; phan them vao an accession to one's stock of knowledge  su gop them vao cai von hieu biet su gia nhap, su tham gia accession to an international treaty  su tham gia mot hiep uoc quoc te su tan thanh
accessional	accessional xem accession
accessions	accession   danh tu su den gan, su tiep kien su len ngoi, su nham chuc; su den, su dat toi accession to the throne  su len ngoi accession to office  su nham chuc accession to manhood  su den tuoi truong thanh su tang them, su them vao; phan them vao an accession to one's stock of knowledge  su gop them vao cai von hieu biet su gia nhap, su tham gia accession to an international treaty  su tham gia mot hiep uoc quoc te su tan thanh
accessorial	accessorial xem accessory
accessories	accessories (Tech) phu tung, bo phu, phu kien [TQ]accessory   danh tu,  (thuong) so nhieu do phu tung; vat phu thuoc; do them vao (phap ly) ke tong pham, ke a tong, ke dong loa  tinh tu phu, phu vao, them vao (phap ly) a tong, dong loa
accessorii	accessorius danh tu (giai phau) co phu; day than kinh nao X
accessorily	accessorily xem accessory
accessoriness	accessoriness xem accessory
accessorius	accessorius danh tu (giai phau) co phu; day than kinh nao X
accessory	accessory   danh tu,  (thuong) so nhieu do phu tung; vat phu thuoc; do them vao (phap ly) ke tong pham, ke a tong, ke dong loa  tinh tu phu, phu vao, them vao (phap ly) a tong, dong loa
accessory software	accessory software (Tech) nhu lieu/phan mem phu
acciaccatura	acciaccatura danh tu (am nhac) not dua
acciaccature	acciaccatura danh tu (am nhac) not dua
accidence	accidence   danh tu (ngon ngu hoc) hinh thai hoc yeu to co so (cua mot van de)
accident	accident   danh tu su rui ro, tai nan, tai bien without accident  an toan khong xay ra tai nan to meet with an accident  gap rui ro; gap tai nan, gap tai bien su tinh co, su ngau nhien by accident  tinh co, ngau nhien cai phu, cai khong chu yeu su go ghe, su khap khenh (am nhac) dau thang giang bat thuong accident (Tech) hu hong, tai nan accident su ngau nhien, truong hop khong may
accident-prone	accident-prone tinh tu thuong xay ra tai nan
accidental	accidental   tinh tu tinh co, ngau nhien; bat ngo phu, phu thuoc, khong chu yeu  danh tu cai phu, cai khong chu yeu (am nhac) dau thang giang bat thuong accidental (Tech) rui ro; phu accidental ngau nhien
accidental error	accidental error (Tech) sai so rui ro
accidentally	accidentally   pho tu tinh co, ngau nhien
accidents	accident   danh tu su rui ro, tai nan, tai bien without accident  an toan khong xay ra tai nan to meet with an accident  gap rui ro; gap tai nan, gap tai bien su tinh co, su ngau nhien by accident  tinh co, ngau nhien cai phu, cai khong chu yeu su go ghe, su khap khenh (am nhac) dau thang giang bat thuong accident (Tech) hu hong, tai nan accident su ngau nhien, truong hop khong may
accipiter	accipiter danh tu chim ung
accipiters	accipiter danh tu chim ung
accipitral	accipitral   tinh tu (thuoc) chim ung; nhu chim ung tham moi (nhu chim ung); tham tan tinh mat (nhu chim ung)
accipitrine	accipitrine tinh tu lien quan toi chim ung; giong nhu chim ung
acclaim	acclaim   danh tu tieng hoan ho  ngoai dong tu hoan ho ton len to be acclaimed king  duoc ton len lam vua
acclaimed	acclaim   danh tu tieng hoan ho  ngoai dong tu hoan ho ton len to be acclaimed king  duoc ton len lam vua
acclaimer	acclaimer xem acclaim
acclaiming	acclaim   danh tu tieng hoan ho  ngoai dong tu hoan ho ton len to be acclaimed king  duoc ton len lam vua
acclaims	acclaim   danh tu tieng hoan ho  ngoai dong tu hoan ho ton len to be acclaimed king  duoc ton len lam vua
acclamation	acclamation   danh tu su hoan ho nhiet liet carried by acclamation  thong qua bang cach hoan ho the decision was carried by acclamation  moi nguoi vo tay hoan ho thong qua nghi quyet ((thuong) so nhieu) tieng reo hoan ho, tieng tung ho
acclamations	acclamation   danh tu su hoan ho nhiet liet carried by acclamation  thong qua bang cach hoan ho the decision was carried by acclamation  moi nguoi vo tay hoan ho thong qua nghi quyet ((thuong) so nhieu) tieng reo hoan ho, tieng tung ho
acclamatory	acclamatory   tinh tu hoan ho bang cach nhiet liet hoan ho acclamatory vote  bau bang cach hoan ho
acclimatation	acclimatation   danh tu su thich nghi khi hau, su lam hop thuy tho
acclimate	acclimate   ngoai dong tu lam thich nghi khi hau, lam hop thuy tho (suc vat, cay coi) to acclimatize oneself  thich nghi voi moi truong  noi dong tu (tu hiem,nghia hiem) thich nghi khi hau thich nghi voi moi truong
acclimation	acclimation   danh tu su thich nghi khi hau, su lam hop thuy tho
acclimatisation	acclimatisation su thich nghi khi hau, su lam hop thuy tho
acclimatise	acclimatise   ngoai dong tu lam thich nghi khi hau, lam hop thuy tho (suc vat, cay coi) to acclimatize oneself  thich nghi voi moi truong  noi dong tu (tu hiem,nghia hiem) thich nghi khi hau thich nghi voi moi truong
acclimatization	acclimatization   danh tu su thich nghi khi hau, su lam hop thuy tho
acclimatizations	acclimatization   danh tu su thich nghi khi hau, su lam hop thuy tho
acclimatize	acclimatize   ngoai dong tu lam thich nghi khi hau, lam hop thuy tho (suc vat, cay coi) to acclimatize oneself  thich nghi voi moi truong  noi dong tu (tu hiem,nghia hiem) thich nghi khi hau thich nghi voi moi truong
acclimatized	acclimatize   ngoai dong tu lam thich nghi khi hau, lam hop thuy tho (suc vat, cay coi) to acclimatize oneself  thich nghi voi moi truong  noi dong tu (tu hiem,nghia hiem) thich nghi khi hau thich nghi voi moi truong
acclimatizer	acclimatizer xem acclimatize
acclimatizes	acclimatize   ngoai dong tu lam thich nghi khi hau, lam hop thuy tho (suc vat, cay coi) to acclimatize oneself  thich nghi voi moi truong  noi dong tu (tu hiem,nghia hiem) thich nghi khi hau thich nghi voi moi truong
acclimatizing	acclimatize   ngoai dong tu lam thich nghi khi hau, lam hop thuy tho (suc vat, cay coi) to acclimatize oneself  thich nghi voi moi truong  noi dong tu (tu hiem,nghia hiem) thich nghi khi hau thich nghi voi moi truong
acclivities	acclivity   danh tu doc nguoc
acclivity	acclivity   danh tu doc nguoc
acclivous	acclivous   tinh tu doc nguoc
accolade	accolade   danh tu su om hon, su go nhe song guom len vai (khi phong tuoc) (am nhac) dau gop
accolades	accolade   danh tu su om hon, su go nhe song guom len vai (khi phong tuoc) (am nhac) dau gop
accommodate	accommodate   ngoai dong tu dieu tiet, lam cho thich nghi, lam cho phu hop to accommodate oneself to the new way of living  lam cho minh thich nghi voi loi song moi hoa giai, dan xep to accommodate a quarrel  dan xep mot cuoc cai nhau (  with) cung cap, cap cho, kiem cho to accommodate someone with something  cung cap cho ai cai gi to accommodate somebody with a loan  cho ai vay mot so tien chua duoc, dung duoc this hall can accommodate 500 persons  gian phong co the chua duoc 500 nguoi cho tro; tim cho cho tro to be accommodated in the best hotel  tro o khach san sang nhat giup do, lam on accommodate (Tech) thu nhan, chua
accommodated	accommodate   ngoai dong tu dieu tiet, lam cho thich nghi, lam cho phu hop to accommodate oneself to the new way of living  lam cho minh thich nghi voi loi song moi hoa giai, dan xep to accommodate a quarrel  dan xep mot cuoc cai nhau (  with) cung cap, cap cho, kiem cho to accommodate someone with something  cung cap cho ai cai gi to accommodate somebody with a loan  cho ai vay mot so tien chua duoc, dung duoc this hall can accommodate 500 persons  gian phong co the chua duoc 500 nguoi cho tro; tim cho cho tro to be accommodated in the best hotel  tro o khach san sang nhat giup do, lam on accommodate (Tech) thu nhan, chua
accommodated location	accommodated location (Tech) vi tri thu nhan
accommodates	accommodate   ngoai dong tu dieu tiet, lam cho thich nghi, lam cho phu hop to accommodate oneself to the new way of living  lam cho minh thich nghi voi loi song moi hoa giai, dan xep to accommodate a quarrel  dan xep mot cuoc cai nhau (  with) cung cap, cap cho, kiem cho to accommodate someone with something  cung cap cho ai cai gi to accommodate somebody with a loan  cho ai vay mot so tien chua duoc, dung duoc this hall can accommodate 500 persons  gian phong co the chua duoc 500 nguoi cho tro; tim cho cho tro to be accommodated in the best hotel  tro o khach san sang nhat giup do, lam on accommodate (Tech) thu nhan, chua
accommodating	accommodating   ngoai dong tu dieu tiet, lam cho thich nghi, lam cho phu hop to accommodate oneself to the new way of living  lam cho minh thich nghi voi loi song moi hoa giai, dan xep to accommodate a quarrel  dan xep mot cuoc cai nhau (  with) cung cap, cap cho, kiem cho to accommodate someone with something  cung cap cho ai cai gi to accommodate somebody with a loan  cho ai vay mot so tien chua duoc, dung duoc this hall can accommodate 500 persons  gian phong co the chua duoc 500 nguoi cho tro; tim cho cho tro to be accommodated in the best hotel  tro o khach san sang nhat giup do, lam on accommodate (Tech) thu nhan, chua
Accommodating monetary policy	Accommodating monetary policy (Econ) Chinh sach tien te dieu tiet.  Xem VALIDATED INFLATION
accommodatingly	accommodatingly xem accommodating
accommodation	accommodation   danh tu su dieu tiet, su thich nghi, su lam cho phu hop su dieu tiet (suc nhin cua mat) su hoa giai, su dan xep tien nghi, su tien loi, su thuan tien cho tro, cho an cho o mon tien cho vay accommodation (Tech) dieu tiet; thich ung, thich nghi (d)
accommodation address	accommodation address danh tu dia chi tam
accommodation ladder	accommodation ladder danh tu &lt;hai&gt; thang day (o ben suon tau thuy de len xuong cac xuong nho)
accommodation-ladder	accommodation-ladder   danh tu (hang hai) thang, thang day (o ben suon tau thuy de len xuong cac xuong nho)
accommodation limits	accommodation limits (Tech) gioi han dung chua
accommodation train	accommodation train   danh tu (tu My,nghia My) xe lua dia phuong (o dia phuong)
Accommodation transactions	Accommodation transactions (Econ) Cac giao dich dieu tiet.  Trong CAN CAN THANH TOAN, mot loai giao dich tu ban do CAC CO QUAN TIEN TE ap dung hoac dieu hanh de lam doi trong lai tinh trang tin dung hoac tinh trang no nan nay sinh trong cac GIAO DICH TU DINH.
accommodation unit	accommodation unit   danh tu noi o
accommodations	accommodation   danh tu su dieu tiet, su thich nghi, su lam cho phu hop su dieu tiet (suc nhin cua mat) su hoa giai, su dan xep tien nghi, su tien loi, su thuan tien cho tro, cho an cho o mon tien cho vay accommodation (Tech) dieu tiet; thich ung, thich nghi (d)
accommodative	accommodative xem accommodate
accommodativeness	accommodativeness xem accommodate
accommodator	accommodator xem accommodate
accommodators	accommodator xem accommodate
accommode	accommode (Tech) thich ung, thich nghi (d)
accompanied	accompany   ngoai dong tu di theo, di cung, di kem, ho tong phu them, kem theo (am nhac) dem (dan, nhac)
accompanies	accompany   ngoai dong tu di theo, di cung, di kem, ho tong phu them, kem theo (am nhac) dem (dan, nhac)
accompaniment	accompaniment   danh tu vat phu thuoc, vat kem theo; cai bo sung (am nhac) su dem (dan nhac); phan nhac dem
accompaniments	accompaniment   danh tu vat phu thuoc, vat kem theo; cai bo sung (am nhac) su dem (dan nhac); phan nhac dem
accompanist	accompanist   danh tu (am nhac) nguoi dem (nhac, dan)
accompanists	accompanist   danh tu (am nhac) nguoi dem (nhac, dan)
accompany	accompany   ngoai dong tu di theo, di cung, di kem, ho tong phu them, kem theo (am nhac) dem (dan, nhac)
accompanying	accompany   ngoai dong tu di theo, di cung, di kem, ho tong phu them, kem theo (am nhac) dem (dan, nhac)
accomplice	accomplice   danh tu ke tong pham, ke dong loa
accomplices	accomplice   danh tu ke tong pham, ke dong loa
accomplish	accomplish   ngoai dong tu hoan thanh, lam xong, lam tron to accomplish one's task  hoan thanh nhiem vu to accomplish one's promise  lam tron loi hua thuc hien, dat toi (muc dich...) to accomplish one's object  dat muc dich lam (ai) hoan hao, lam (ai) dat toi su hoan my (ve nhac, hoa, nu cong...)
accomplishable	accomplishable xem accomplish
accomplished	accomplished   ngoai dong tu hoan thanh, lam xong, lam tron to accomplish one's task  hoan thanh nhiem vu to accomplish one's promise  lam tron loi hua thuc hien, dat toi (muc dich...) to accomplish one's object  dat muc dich lam (ai) hoan hao, lam (ai) dat toi su hoan my (ve nhac, hoa, nu cong...)
accomplisher	accomplisher xem accomplish
accomplishes	accomplish   ngoai dong tu hoan thanh, lam xong, lam tron to accomplish one's task  hoan thanh nhiem vu to accomplish one's promise  lam tron loi hua thuc hien, dat toi (muc dich...) to accomplish one's object  dat muc dich lam (ai) hoan hao, lam (ai) dat toi su hoan my (ve nhac, hoa, nu cong...)
accomplishing	accomplish   ngoai dong tu hoan thanh, lam xong, lam tron to accomplish one's task  hoan thanh nhiem vu to accomplish one's promise  lam tron loi hua thuc hien, dat toi (muc dich...) to accomplish one's object  dat muc dich lam (ai) hoan hao, lam (ai) dat toi su hoan my (ve nhac, hoa, nu cong...)
accomplishment	accomplishment   danh tu su hoan thanh, su lam xong, su lam tron su thuc hien (muc dich...) the accomplishment of the prophecy  su thuc hien loi tien doan the accomplishment of a desire  su thuc hien duoc mot dieu uoc mong viec da hoan thanh, viec lam xong, y dinh da thuc hien duoc; thanh qua, thanh tuu, thanh tich (so nhieu) tai nang, tai nghe (ve nhac, hoa, nu cong...); (xau) tai vat
accomplishments	accomplishment   danh tu su hoan thanh, su lam xong, su lam tron su thuc hien (muc dich...) the accomplishment of the prophecy  su thuc hien loi tien doan the accomplishment of a desire  su thuc hien duoc mot dieu uoc mong viec da hoan thanh, viec lam xong, y dinh da thuc hien duoc; thanh qua, thanh tuu, thanh tich (so nhieu) tai nang, tai nghe (ve nhac, hoa, nu cong...); (xau) tai vat
accord	accord   danh tu su dong long, su dong y, su tan thanh with one accord; of one accord  dong long, nhat tri hoa uoc su phu hop, su hoa hop individual interests must be in accord with the common ones  quyen loi ca nhan phai phu hop voi quyen loi chung (am nhac) su hop am y chi, y muon to do something of one's own accord  tu nguyen lam cai gi  ngoai dong tu lam cho hoa hop cho, ban cho, chap thuan, chap nhan to accord a request  chap thuan mot yeu cau to accord a hearty welcome  tiep dai niem no than ai  noi dong tu (  with) phu hop voi, hoa hop voi, thong nhat voi, nhat tri voi words do not accord with deeds  loi noi khong thong nhat voi hanh dong, loi noi khong di doi voi viec lam
accordance	accordance   danh tu su dong y, su thoa thuan (voi ai) to do something in accordance with somebody  lam dieu gi co su thoa thuan voi ai su phu hop, su theo dung (cai gi) in accordance with the instructions  theo dung nhung loi chi dan su cho, su ban cho
accordances	accordance   danh tu su dong y, su thoa thuan (voi ai) to do something in accordance with somebody  lam dieu gi co su thoa thuan voi ai su phu hop, su theo dung (cai gi) in accordance with the instructions  theo dung nhung loi chi dan su cho, su ban cho
accordant	accordant   tinh tu ((thuong)   with) thich hop, phu hop, hoa hop voi, theo dung voi
accordantly	accordantly xem accordant
accorde	accorde danh tu hoa uoc dong tu hoa hop; phu hop cho, ban cho, chap thuan
accorded	accord   danh tu su dong long, su dong y, su tan thanh with one accord; of one accord  dong long, nhat tri hoa uoc su phu hop, su hoa hop individual interests must be in accord with the common ones  quyen loi ca nhan phai phu hop voi quyen loi chung (am nhac) su hop am y chi, y muon to do something of one's own accord  tu nguyen lam cai gi  ngoai dong tu lam cho hoa hop cho, ban cho, chap thuan, chap nhan to accord a request  chap thuan mot yeu cau to accord a hearty welcome  tiep dai niem no than ai  noi dong tu (  with) phu hop voi, hoa hop voi, thong nhat voi, nhat tri voi words do not accord with deeds  loi noi khong thong nhat voi hanh dong, loi noi khong di doi voi viec lam
according	according   danh tu su dong long, su dong y, su tan thanh with one accord; of one accord  dong long, nhat tri hoa uoc su phu hop, su hoa hop individual interests must be in accord with the common ones  quyen loi ca nhan phai phu hop voi quyen loi chung (am nhac) su hop am y chi, y muon to do something of one's own accord  tu nguyen lam cai gi  ngoai dong tu lam cho hoa hop cho, ban cho, chap thuan, chap nhan to accord a request  chap thuan mot yeu cau to accord a hearty welcome  tiep dai niem no than ai  noi dong tu (  with) phu hop voi, hoa hop voi, thong nhat voi, nhat tri voi words do not accord with deeds  loi noi khong thong nhat voi hanh dong, loi noi khong di doi voi viec lam
accordingly	accordingly   pho tu do do, vi vay, cho nen (sao) cho phu hop (voi hoan canh) (  as) (nhu) according as
accordion	accordion   danh tu (am nhac) dan xep, dan accoc
accordionist	accordionist   danh tu nguoi choi dan xep, nguoi choi dan accooc
accordionists	accordionist   danh tu nguoi choi dan xep, nguoi choi dan accooc
accordions	accordion   danh tu (am nhac) dan xep, dan accoc
accords	accord   danh tu su dong long, su dong y, su tan thanh with one accord; of one accord  dong long, nhat tri hoa uoc su phu hop, su hoa hop individual interests must be in accord with the common ones  quyen loi ca nhan phai phu hop voi quyen loi chung (am nhac) su hop am y chi, y muon to do something of one's own accord  tu nguyen lam cai gi  ngoai dong tu lam cho hoa hop cho, ban cho, chap thuan, chap nhan to accord a request  chap thuan mot yeu cau to accord a hearty welcome  tiep dai niem no than ai  noi dong tu (  with) phu hop voi, hoa hop voi, thong nhat voi, nhat tri voi words do not accord with deeds  loi noi khong thong nhat voi hanh dong, loi noi khong di doi voi viec lam
accost	accost   ngoai dong tu den gan bat chuyen ga gam; niu, keo, bam sat (noi ve gai diem)  danh tu su chao
